red_freq, green_freq, blue_freq, value
106,109,114,2000
112,125,122,2000
112,125,122,2000
111,123,128,2000
111,123,128,2000
131,153,159,2000
131,153,159,2000
110,88,62,2000
110,88,62,2000
57,66,64,2000
57,66,64,2000
56,62,68,2000
56,62,68,2000
70,75,69,2000
70,75,69,2000
68,78,89,2000
68,78,89,2000
101,111,105,2000
101,111,105,2000
87,73,70,2000
87,73,70,2000
67,72,69,2000
67,72,69,2000
77,84,79,2000
77,84,79,2000
76,75,71,2000
76,75,71,2000
69,76,71,2000
69,76,71,2000
69,75,69,2000
69,75,69,2000
69,71,71,2000
69,71,71,2000
75,81,73,2000
75,81,73,2000
70,72,66,2000
70,72,66,2000
65,70,70,2000
65,70,70,2000
75,79,74,2000
75,79,74,2000
78,89,87,2000
78,89,87,2000
85,109,109,2000
85,109,109,2000
107,110,104,2000
107,110,104,2000
92,99,103,2000
92,99,103,2000
109,117,104,2000
109,117,104,2000
97,107,107,2000
97,107,107,2000
104,106,99,2000
104,106,99,2000
88,93,87,2000
88,93,87,2000
91,101,99,2000
91,101,99,2000
88,109,101,2000
88,109,101,2000
94,92,96,2000
94,92,96,2000
98,106,99,2000
98,106,99,2000
84,81,72,2000
84,81,72,2000
81,97,107,2000
81,97,107,2000
108,112,111,2000
108,112,111,2000
101,107,109,2000
101,107,109,2000
106,116,110,2000
106,116,110,2000
100,104,104,2000
100,104,104,2000
107,125,117,2000
107,125,117,2000
108,110,109,2000
108,110,109,2000
104,118,118,2000
104,118,118,2000
112,116,115,2000
112,116,115,2000
116,128,127,2000
116,128,127,2000
64,67,65,2000
64,67,65,2000
65,68,64,2000
65,68,64,2000
63,71,68,2000
63,71,68,2000
79,113,114,2000
79,113,114,2000
107,116,110,2000
107,116,110,2000
98,95,71,2000
98,95,71,2000
65,66,72,2000
65,66,72,2000
89,95,66,2000
89,95,66,2000
68,71,64,2000
68,71,64,2000
59,58,64,2000
59,58,64,2000
67,75,70,2000
67,75,70,2000
66,73,70,2000
66,73,70,2000
67,72,77,2000
67,72,77,2000
80,84,76,2000
80,84,76,2000
85,101,98,2000
85,101,98,2000
90,91,87,2000
90,91,87,2000
84,99,102,2000
84,99,102,2000
100,108,106,2000
100,108,106,2000
105,114,110,2000
105,114,110,2000
103,106,101,2000
103,106,101,2000
92,139,129,5000
92,139,129,5000
104,109,112,5000
104,109,112,5000
93,111,114,5000
93,111,114,5000
107,127,134,5000
107,127,134,5000
112,125,122,5000
112,125,122,5000
90,106,101,5000
90,106,101,5000
104,124,108,5000
104,124,108,5000
98,119,115,5000
98,119,115,5000
97,122,124,5000
97,122,124,5000
99,114,112,5000
99,114,112,5000
100,106,106,5000
100,106,106,5000
91,93,99,5000
91,93,99,5000
97,118,118,5000
97,118,118,5000
100,110,105,5000
100,110,105,5000
95,111,112,5000
95,111,112,5000
94,124,131,5000
94,124,131,5000
113,131,128,5000
113,131,128,5000
110,124,120,5000
110,124,120,5000
107,126,127,5000
107,126,127,5000
108,126,126,5000
108,126,126,5000
113,128,127,5000
113,128,127,5000
112,130,132,5000
112,130,132,5000
114,133,129,5000
114,133,129,5000
113,126,127,5000
113,126,127,5000
113,128,130,5000
113,128,130,5000
117,127,117,5000
117,127,117,5000
95,103,116,5000
95,103,116,5000
103,119,125,5000
103,119,125,5000
108,123,118,5000
108,123,118,5000
98,112,113,5000
98,112,113,5000
108,127,124,5000
108,127,124,5000
74,77,81,5000
74,77,81,5000
58,90,79,5000
58,90,79,5000
49,70,69,5000
49,70,69,5000
62,67,70,5000
62,67,70,5000
78,96,105,5000
78,96,105,5000
88,87,107,5000
88,87,107,5000
86,97,97,5000
86,97,97,5000
98,100,104,5000
98,100,104,5000
94,111,117,5000
94,111,117,5000
111,124,101,5000
111,124,101,5000
84,103,107,5000
84,103,107,5000
101,114,106,5000
101,114,106,5000
91,81,61,5000
91,81,61,5000
56,64,49,5000
56,64,49,5000
59,90,48,5000
59,90,48,5000
44,66,50,5000
44,66,50,5000
38,58,91,5000
38,58,91,5000
66,47,63,5000
66,47,63,5000
115,131,112,5000
115,131,112,5000
60,115,132,5000
60,115,132,5000
107,116,103,5000
107,116,103,5000
86,120,120,5000
86,120,120,5000
83,118,117,5000
83,118,117,5000
91,64,62,5000
91,64,62,5000
55,66,71,5000
55,66,71,5000
91,131,138,5000
91,131,138,5000
120,138,131,5000
120,138,131,5000
108,119,121,5000
108,119,121,5000
107,123,118,5000
107,123,118,5000
101,119,115,5000
101,119,115,5000
99,121,127,5000
99,121,127,5000
109,121,119,5000
109,121,119,5000
97,115,107,5000
97,115,107,5000
96,111,118,5000
96,111,118,5000
110,121,100,5000
110,121,100,5000
98,106,104,5000
98,106,104,5000
91,98,101,5000
91,98,101,5000
104,132,131,5000
104,132,131,5000
98,109,110,5000
98,109,110,5000
103,126,138,5000
103,126,138,5000
118,124,124,5000
118,124,124,5000
113,133,129,5000
113,133,129,5000
114,136,138,5000
114,136,138,5000
123,151,160,5000
123,151,160,5000
114,124,120,5000
114,124,120,5000
102,113,113,5000
102,113,113,5000
101,131,146,5000
101,131,146,5000
94,112,107,5000
94,112,107,5000
127,166,169,5000
127,166,169,5000
99,155,167,5000
99,155,167,5000
119,137,169,5000
119,137,169,5000
106,117,61,5000
106,117,61,5000
49,99,107,5000
49,99,107,5000
47,52,76,5000
47,52,76,5000
81,103,91,5000
81,103,91,5000
62,96,126,5000
62,96,126,5000
94,109,140,5000
94,109,140,5000
76,151,146,5000
76,151,146,5000
120,145,145,5000
120,145,145,5000
92,128,163,5000
92,128,163,5000
90,114,143,5000
90,114,143,5000
113,144,126,5000
113,144,126,5000
107,125,137,5000
107,125,137,5000
118,135,134,5000
118,135,134,5000
120,138,135,5000
120,138,135,5000
106,137,142,5000
106,137,142,5000
128,149,149,5000
128,149,149,5000
125,145,132,5000
125,145,132,5000
116,123,121,5000
116,123,121,5000
111,128,118,5000
111,128,118,5000
94,114,117,5000
94,114,117,5000
117,139,134,5000
117,139,134,5000
115,130,126,5000
115,130,126,5000
115,130,130,5000
115,130,130,5000
116,128,132,5000
116,128,132,5000
116,128,128,5000
116,128,128,5000
108,126,125,5000
108,126,125,5000
105,126,136,5000
105,126,136,5000
121,132,126,5000
121,132,126,5000
114,127,123,5000
114,127,123,5000
116,144,139,5000
116,144,139,5000
122,138,148,5000
122,138,148,5000
119,129,124,5000
119,129,124,5000
114,131,134,5000
114,131,134,5000
120,135,138,5000
120,135,138,5000
121,136,129,5000
121,136,129,5000
114,153,161,5000
114,153,161,5000
127,132,127,5000
127,132,127,5000
118,152,160,5000
118,152,160,5000
103,160,167,5000
103,160,167,5000
77,102,144,5000
77,102,144,5000
126,106,69,5000
126,106,69,5000
65,106,114,5000
65,106,114,5000
88,63,88,5000
88,63,88,5000
96,94,76,5000
96,94,76,5000
90,118,115,5000
90,118,115,5000
60,97,138,5000
60,97,138,5000
114,88,85,5000
114,88,85,5000
132,165,157,5000
132,165,157,5000
128,154,156,5000
128,154,156,5000
132,151,153,5000
132,151,153,5000
128,151,149,5000
128,151,149,5000
130,149,151,5000
130,149,151,5000
131,149,151,5000
131,149,151,5000
132,151,151,5000
132,151,151,5000
131,150,149,5000
131,150,149,5000
133,152,152,5000
133,152,152,5000
131,150,150,5000
131,150,150,5000
133,153,155,5000
133,153,155,5000
115,121,128,5000
115,121,128,5000
109,122,146,5000
109,122,146,5000
141,161,164,5000
141,161,164,5000
99,97,80,5000
99,97,80,5000
69,81,72,5000
69,81,72,5000
74,74,77,5000
74,74,77,5000
74,83,84,5000
74,83,84,5000
86,101,107,5000
86,101,107,5000
92,104,104,5000
92,104,104,5000
92,106,106,5000
92,106,106,5000
89,104,108,5000
89,104,108,5000
89,99,97,5000
89,99,97,5000
77,93,104,5000
77,93,104,5000
101,109,86,5000
101,109,86,5000
68,115,122,5000
68,115,122,5000
90,86,84,5000
90,86,84,5000
83,84,110,5000
83,84,110,5000
47,45,50,5000
47,45,50,5000
70,91,98,5000
70,91,98,5000
95,89,55,5000
95,89,55,5000
46,77,103,5000
46,77,103,5000
101,113,95,5000
101,113,95,5000
73,68,50,5000
73,68,50,5000
47,45,48,5000
47,45,48,5000
44,56,64,5000
44,56,64,5000
56,52,46,5000
56,52,46,5000
43,48,58,5000
43,48,58,5000
63,74,84,5000
63,74,84,5000
77,81,53,5000
77,81,53,5000
62,48,41,5000
62,48,41,5000
42,62,68,5000
42,62,68,5000
81,140,144,5000
81,140,144,5000
36,37,41,5000
36,37,41,5000
79,129,153,5000
79,129,153,5000
46,84,115,5000
46,84,115,5000
128,157,165,5000
128,157,165,5000
41,42,49,5000
41,42,49,5000
54,113,141,5000
54,113,141,5000
44,46,45,5000
44,46,45,5000
48,68,79,5000
48,68,79,5000
123,146,152,5000
123,146,152,5000
93,58,42,5000
93,58,42,5000
42,64,96,5000
42,64,96,5000
120,147,144,5000
120,147,144,5000
73,89,84,5000
73,89,84,5000
84,118,128,5000
84,118,128,5000
127,156,141,5000
127,156,141,5000
41,53,95,5000
41,53,95,5000
120,187,199,5000
120,187,199,5000
165,197,183,5000
165,197,183,5000
109,109,124,5000
109,109,124,5000
123,186,190,5000
123,186,190,5000
146,154,127,5000
146,154,127,5000
116,127,134,5000
116,127,134,5000
122,159,166,5000
122,159,166,5000
91,106,124,5000
91,106,124,5000
130,166,168,5000
130,166,168,5000
95,95,116,5000
95,95,116,5000
133,165,172,5000
133,165,172,5000
68,69,83,5000
68,69,83,5000
80,82,79,5000
80,82,79,5000
61,85,90,5000
61,85,90,5000
69,63,89,5000
69,63,89,5000
87,108,115,5000
87,108,115,5000
100,102,91,5000
100,102,91,5000
64,56,73,5000
64,56,73,5000
115,148,144,5000
115,148,144,5000
106,94,99,5000
106,94,99,5000
107,137,145,5000
107,137,145,5000
116,114,90,5000
116,114,90,5000
84,104,118,5000
84,104,118,5000
121,132,114,5000
121,132,114,5000
72,82,100,5000
72,82,100,5000
116,142,135,5000
116,142,135,5000
98,85,80,5000
98,85,80,5000
94,126,135,5000
94,126,135,5000
128,109,89,5000
128,109,89,5000
77,120,141,5000
77,120,141,5000
131,136,106,5000
131,136,106,5000
77,94,109,5000
77,94,109,5000
118,144,134,5000
118,144,134,5000
101,117,126,5000
101,117,126,5000
117,135,144,5000
117,135,144,5000
132,147,142,5000
132,147,142,5000
133,149,150,5000
133,149,150,5000
126,140,145,5000
126,140,145,5000
133,148,148,5000
133,148,148,5000
139,154,152,5000
139,154,152,5000
135,135,124,5000
135,135,124,5000
105,122,142,5000
105,122,142,5000
139,145,103,5000
139,145,103,5000
69,104,132,5000
69,104,132,5000
116,103,92,5000
116,103,92,5000
78,101,112,5000
78,101,112,5000
104,112,96,5000
104,112,96,5000
73,64,68,5000
73,64,68,5000
94,124,121,5000
94,124,121,5000
91,63,61,5000
91,63,61,5000
77,110,122,5000
77,110,122,5000
112,119,103,5000
112,119,103,5000
65,90,96,5000
65,90,96,5000
97,127,130,5000
97,127,130,5000
111,96,71,5000
111,96,71,5000
77,114,129,5000
77,114,129,5000
113,122,115,5000
113,122,115,5000
97,95,90,5000
97,95,90,5000
78,85,88,5000
78,85,88,5000
79,87,89,5000
79,87,89,5000
85,100,89,5000
85,100,89,5000
85,89,92,5000
85,89,92,5000
91,113,112,5000
91,113,112,5000
95,103,93,5000
95,103,93,5000
92,104,103,5000
92,104,103,5000
96,101,100,5000
96,101,100,5000
92,102,105,5000
92,102,105,5000
95,97,96,5000
95,97,96,5000
98,113,117,5000
98,113,117,5000
110,117,110,5000
110,117,110,5000
103,117,128,5000
103,117,128,5000
112,119,126,5000
112,119,126,5000
138,157,147,5000
138,157,147,5000
132,147,147,5000
132,147,147,5000
143,159,152,5000
143,159,152,5000
133,108,100,5000
133,108,100,5000
104,124,139,5000
104,124,139,5000
133,144,142,5000
133,144,142,5000
120,139,143,5000
120,139,143,5000
138,154,150,5000
138,154,150,5000
106,117,130,5000
106,117,130,5000
143,169,167,5000
143,169,167,5000
127,137,141,5000
127,137,141,5000
134,156,155,5000
134,156,155,5000
148,166,172,5000
148,166,172,5000
149,167,158,5000
149,167,158,5000
137,153,160,5000
137,153,160,5000
138,152,151,5000
138,152,151,5000
138,162,164,5000
138,162,164,5000
123,129,142,5000
123,129,142,5000
132,146,142,5000
132,146,142,5000
120,129,133,5000
120,129,133,5000
114,113,113,5000
114,113,113,5000
121,163,160,5000
121,163,160,5000
137,130,126,5000
137,130,126,5000
126,152,160,5000
126,152,160,5000
131,124,124,5000
131,124,124,5000
125,152,149,5000
125,152,149,5000
109,118,128,5000
109,118,128,5000
135,158,155,5000
135,158,155,5000
122,132,132,5000
122,132,132,5000
140,170,165,5000
140,170,165,5000
125,140,152,5000
125,140,152,5000
147,165,134,5000
147,165,134,5000
105,129,135,5000
105,129,135,5000
144,154,122,5000
144,154,122,5000
94,112,137,5000
94,112,137,5000
146,155,143,5000
146,155,143,5000
105,114,109,5000
105,114,109,5000
93,93,88,5000
93,93,88,5000
78,86,85,5000
78,86,85,5000
78,87,110,5000
78,87,110,5000
120,146,148,5000
120,146,148,5000
135,151,149,5000
135,151,149,5000
128,142,132,5000
128,142,132,5000
99,91,93,5000
99,91,93,5000
70,87,83,5000
70,87,83,5000
87,109,127,5000
87,109,127,5000
109,107,78,5000
109,107,78,5000
